responseid,recordeddate,duration,userlanguage,source,gc,aid,distributionchannel,resi_ny,res_length,zip,cross_1,cross_2,age,gen,gen_text,race,race_his_lat,race_white,race_black,race_native,race_haw,race_e_asian,race_other,race_s_asian,race_pnta,race_text,mar,relig,relig_text,sex,sex_text,lang,lang_text,disab,disab_cog,disab_phys,disab_none,disab_pnta,sch_level,sch_level_text,labor,hh_sn_65,hh_ad_18_64,hh_ch_6_17,hh_ch_3_5,hh_ch_0_2,income,inc_ch,emp_before,emp_before_ft,emp_before_pt,emp_before_gig,emp_before_sb,emp_before_st,emp_before_fl,emp_before_re,emp_before_hm,emp_before_other,emp_before_un,emp_before_text,emp_after,emp_after_ft,emp_after_pt,emp_after_fl,emp_after_sb,emp_after_st,emp_after_gig,emp_after_hm,emp_after_other,emp_after_re,emp_after_un,emp_after_text,wrk,emp_reas,emp_reas_laid,emp_reas_fire,emp_reas_pay,emp_reas_ben,emp_reas_new,emp_reas_covid,emp_reas_re,emp_reas_train,emp_reas_other,emp_reas_na,emp_reas_text,unemp_ben,unemp_tm,unemp_diff,unemp_diff_lang,unemp_diff_nav,unemp_diff_app,unemp_diff_tech,unemp_diff_den,unemp_diff_not_app,unemp_diff_other,unemp_diff_no_diff,unemp_diff_text,res_type,res_type_rent,diff_afford,diff_afford_food,diff_afford_trans,diff_afford_util,diff_afford_rent,diff_afford_internet,diff_afford_hc,diff_afford_cc,diff_afford_tech,diff_afford_none,diff_access,diff_access_food,diff_access_ss,diff_access_trans,diff_access_hous,diff_access_internet,diff_access_hc,diff_access_test,diff_access_cc,diff_access_none,diff_access_tech,insecure,insecure_food_worr,insecure_food_ran_out,insecure_hous,insecure_evict,insecure_none,ins,ins_priv,ins_emp,ins_care,ins_caid,ins_idk,ins_none,trans_drive,trans_taxi,trans_carpool,trans_public_bus,trans_priv_bus,trans_subway,trans_rail,trans_ferry,trans_bike,trans_walk,rate_gov,rate_neigh_gar,rate_neigh_pot,rate_neigh_lib,rate_neigh_pub,rate_neigh_rec,rate_neigh_code,rate_neigh_med,rate_neigh_pol,rate_neigh_pre,lr_stress,lr_stress_fb,lr_stress_np,lr_stress_gov,lr_stress_emp,lr_stress_uni,lr_stress_ff,lr_stress_idk,lr_trans,lr_trans_fb,lr_trans_np,lr_trans_gov,lr_trans_emp,lr_trans_uni,lr_trans_ff,lr_trans_idk,lr_food,lr_food_fb,lr_food_np,lr_food_gov,lr_food_emp,lr_food_uni,lr_food_ff,lr_food_idk,lr_hc,lr_hc_fb,lr_hc_np,lr_hc_gov,lr_hc_emp,lr_hc_uni,lr_hc_ff,lr_hc_idk,lr_util,lr_util_fb,lr_util_np,lr_util_gov,lr_util_emp,lr_util_uni,lr_util_ff,lr_util_idk,lr_cc,lr_cc_fb,lr_cc_np,lr_cc_gov,lr_cc_emp,lr_cc_uni,lr_cc_ff,lr_cc_idk,lr_ec,lr_ec_fb,lr_ec_np,lr_ec_gov,lr_ec_emp,lr_ec_uni,lr_ec_ff,lr_ec_idk,stress_unc,stress_conf,stress_way,stress_pile,safe_home,safe_work,safe_commute,safe_sch,safe_reas,safe_reas_pol_lack,safe_reas_light,safe_reas_pol_pres,safe_reas_drug_alc,safe_reas_news,safe_reas_none,av_crime,av_crime_hc,av_crime_trans,av_crime_sch,av_crime_work,av_crime_pub_space,av_crime_ent,av_crime_shop,av_crime_relig,av_crime_none,pol_local,pol_exp_gen,pol_exp_dist,pol_exp_ment,pol_exp_self,pol_exp_neigh,pol_exp_crime,exp,exp_ab,exp_vi,exp_none,exp_pnta,discrim,stressors,email,phone,any_else,any_else_fut_yes,any_else_fut_no,demographic_na,policy_na,exclusion_reason,borough,bronx,bk,mh,qu,si,neighborhood,completion,gender,sex_orientation,religion,religion_group,lgbtq_bi,lgbtq,bronx_bi,brooklyn_bi,queens_bi,manhattan_bi,staten_island_bi,english_lang,asian,race_census,race_census2,race_census3,hh_size,hh_ad_one,hh_sn_65_bi,hh_ch_6_17_bi,hh_ch_3_5_bi,hh_ch_0_2_bi,hh_ch_0_17_bi,hh_ch_sn,hh_child,hh_elderly,dis,cog_dis,phys_dis,both_dis,hh_disability,edu_cat,sch_level_cat,sch_bach,education,inc_neg,inc_pos,inc_same,below_poverty_bi,inc_dist,inc_ab_med,inc_be_med,inc_level,below_poverty,below_median,wrk_in,emp_status_before,emp_status_after,emp_change,emp_before_part_time,emp_after_part_time,discrim_bi,exp_ab_or_vi,exp_ab_and_vi,rate_neigh_pub_good,rate_neigh_rec_good,rate_neigh_code_good,rate_neigh_pol_good,rate_neigh_pre_good,rate_neigh_pub_bad,rate_neigh_rec_bad,rate_neigh_code_bad,rate_neigh_pol_bad,rate_neigh_pre_bad,rate_gov_bad,rate_gov_good,stress_score,stress_bi,ins_has,lr_fam,lr_gov,lr_fb,lr_np,lr_uni,lr_emp,food_insec,house_insec,fin_insec,res_insec,sev_food_insec,sev_house_insec
r_5pe5wrwwmamw2c7,2023-12-24T20:04:42Z,1169,en,a,99,,99,1,3,10012,laguardia place,houston street,85,2,,black or african american,0,0,1,0,0,0,0,0,0,,4,2,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,1,0,0,0,0,4,3,retired,0,0,0,0,0,0,1,0,0,0,,retired,0,0,0,0,0,0,0,0,1,0,,5,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,5,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,private insurance;medicare,1,0,1,0,0,0,,,,3,,2,,,,1,2,1,1,1,5,1,5,1,5,1,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,community non-profits,0,1,0,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,1,5,5,1,1,3,3,3,none of the above,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,3,2,2,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,"please restybus service lost when last stop of the then m5 was removed from houston near laguardia and routed down broadway. buses can’t always get to end point. meanwhile, a large elderly population has been deprived of a well used service.",sywhi2000@yahoo.com,2126746109,"yes, i would like to be contacted for future surveys or modules",1,0,33,188,include,manhattan,,,greenwich village and soho,,,greenwich village and soho,0.9090909090909091,female,heterosexual,protestant / protestantism,Christian,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,FALSE,retired,retired,FALSE,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_1uznychguy2mqnr,2023-12-24T20:10:45Z,443,en,m,99,,99,1,3,11375,76th rd,austin st,47,2,,white,0,1,0,0,0,0,0,0,0,,2,3,,1,,0,,"yes, i currently am living with a physical disability",0,1,0,0,6,,1,0,2,3,0,0,5,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,2,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,4,"food;paying utilities (e.g. electricity, water, gas);health care services",1,0,1,0,0,1,0,0,0,childcare,0,0,0,0,0,0,0,1,0,0,none of the above,0,0,0,0,1,private insurance;employer-provided insurance,1,1,0,0,0,0,,,,,,1,2,,,3,5,2,4,1,2,2,5,5,5,4,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,3,3,3,2,3,4,2,lack of lighting in my neighborhood;drug and alcohol use in public,0,1,0,1,0,0,going to a place of worship,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,1,,,,"no, i would not like to be contacted for future surveys or modules",0,1,33,189,include,queens,,,,west central queens,,west central queens,0.9015151515151515,female,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,FALSE,TRUE,FALSE,FALSE,English spoken at home,0,white,white,white,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,TRUE,FALSE,TRUE,FALSE,Household with a disability,master’s degree,6,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0
r_5gaudnspovljpp9,2023-12-24T21:07:56Z,1115,en,173,99,,99,1,3,10023,72nd st,central park west,78,2,,white,0,1,0,0,0,0,0,0,0,,3,6,unitarian,1,,0,,"yes, i currently am living with a physical disability",0,1,0,0,8,,4,1,0,0,0,0,5,3,retired,0,0,0,0,0,0,1,0,0,0,,retired,0,0,0,0,0,0,0,0,1,0,,5,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,5,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,employer-provided insurance;medicare,0,1,1,0,0,0,,,,3,,2,,,,1,6,2,2,2,2,2,5,2,2,2,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,3,3,2,1,2,3,2,none of the above,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,4,3,1,2,2,1,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,e-bikes on the sidewalks and running red lights,mcleveland20@pm.me,2128732982,"yes, i would like to be contacted for future surveys or modules",1,0,34,188,include,manhattan,,,upper west side,,,upper west side,0.9128787878787878,female,heterosexual,other,Other,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,white,white,white,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,TRUE,FALSE,TRUE,FALSE,Household with a disability,doctorate degree,6,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,FALSE,retired,retired,FALSE,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_7wzfkfjczx4vvmx,2023-12-25T05:34:40Z,28955,en,173,99,,99,1,3,10023,96,broadway,68,2,,hispanic or latinx;white,1,1,0,0,0,0,0,0,0,,2,3,,1,,1,spanish,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,2,1,0,0,0,4,2,retired,0,0,0,0,0,0,1,0,0,0,,retired,0,0,0,0,0,0,0,0,1,0,,5,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,4,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,employer-provided insurance;medicare,0,1,1,0,0,0,,,,2,,1,3,,,,2,2,3,1,5,3,3,2,5,2,community non-profits;friends/family,0,1,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,government agencies;my employer/business,0,0,1,1,0,0,0,government agencies,0,0,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,5,4,2,1,,1,,none of the above,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,4,1,1,2,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,,,"no, i would not like to be contacted for future surveys or modules",0,1,34,187,include,manhattan,,,upper west side,,,upper west side,0.8977272727272727,female,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,two or more races,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,1,0,0,1,3,TRUE,FALSE,HH income above $69500,Below Poverty Level,Above Median Income,FALSE,retired,retired,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
r_7u5xcb2q6an3k9r,2023-12-25T09:33:48Z,542,en,9,99,,99,1,3,10461,lasalle ave,mayflower,35,2,,hispanic or latinx,1,0,0,0,0,0,0,0,0,,1,7,,1,,1,spanish,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,3,,4,0,3,0,0,0,4,3,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,3,,"paying utilities (e.g. electricity, water, gas)",0,0,1,0,0,0,0,0,0,social services and/or benefits (e.g. food stamps),0,1,0,0,0,0,0,0,0,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,1,3,,2,,,,,,,4,2,3,5,5,3,5,5,3,4,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,my employer/business,0,0,0,1,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,150,include,bronx,southeast bronx,,,,,southeast bronx,0.7462121212121212,female,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,TRUE,FALSE,FALSE,FALSE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,hispanic or latinx,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,"some college, no degree",3,0,Less than Bachelor's,0,0,1,1,3,TRUE,FALSE,HH income above $69500,Below Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0
r_7ifb4nkkpbicp51,2023-12-25T12:24:36Z,3405,en,119,99,,99,1,3,10035,120th st,5th ave,41,1,,hispanic or latinx;white,1,1,0,0,0,0,0,0,0,,1,1,,2,,1,spanish,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,7,,4,0,1,0,0,0,5,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,other,0,0,0,0,0,0,1,0,,1,3,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,private insurance,1,0,0,0,0,0,,,,3,,2,,,1,,3,4,4,5,5,3,3,5,5,3,friends/family,0,0,0,0,0,1,0,government agencies,0,0,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,my employer/business,0,0,0,1,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,151,include,manhattan,,,east harlem,,,east harlem,0.75,male,homosexual,catholic / catholicism,Christian,1,LGBTQIA+,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,two or more races,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,professional school degree,6,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
r_7f3wr5rvtm4mk7x,2023-12-25T13:50:20Z,811,en,a,99,,99,1,3,10040,bennett avenue,w 189th street,50,2,,prefer not to answer,0,0,0,0,0,0,0,0,1,,1,7,,5,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,1,0,0,0,1,3,unemployed,0,0,0,0,0,0,0,0,0,1,,unemployed,0,0,0,0,0,0,0,0,0,1,,5,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,2,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,4,"food;transportation;paying utilities (e.g. electricity, water, gas);paying rent/mortgage;internet",1,1,1,1,1,0,0,0,0,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,medicaid,0,0,0,1,0,0,2,3,,,,1,,,,,6,2,3,3,5,2,3,2,3,3,community non-profits;government agencies,0,1,1,0,0,0,0,community non-profits;government agencies,0,1,1,0,0,0,0,community non-profits;government agencies;friends/family,0,1,1,0,0,1,0,community non-profits;government agencies,0,1,1,0,0,0,0,community non-profits;government agencies,0,1,1,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,community non-profits;government agencies;friends/family,0,1,1,0,0,1,0,3,3,3,3,3,3,3,3,lack of police in my neighborhood;lack of lighting in my neighborhood,1,1,0,0,0,0,using public transportation;spending time in an outdoor public space;going out to evening entertainment/lesiure,0,1,0,0,1,1,0,0,0,3,2,1,1,2,1,1,i prefer not to say,0,0,0,1,1,,snam5370@ymail.com,,"yes, i would like to be contacted for future surveys or modules",1,0,33,189,include,manhattan,,,inwood and washington heights,,,inwood and washington heights,0.9053030303030303,female,prefer not to say,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,FALSE,unemployed,unemployed,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0
r_5xzwyzyvmrcs4rq,2023-12-25T18:58:03Z,305,en,m,99,,99,1,3,11385,70th ave,fresh pond rd,35,2,,other,0,0,0,0,0,0,1,0,0,ashkenazi,2,3,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,0,2,0,0,0,5,3,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,4,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,system too difficult to navigate;had trouble completing application,0,1,1,0,0,0,0,0,,1,3,health care services,0,0,0,0,0,1,0,0,0,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,3,2,,,,1,,,,,5,3,4,3,5,5,2,5,5,5,my employer/business;friends/family,0,0,0,1,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,government agencies,0,0,1,0,0,0,0,government agencies;friends/family,0,0,1,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,3,2,4,3,1,1,3,3,police presence in my neighborhood,0,0,1,0,0,0,none of the above,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,3,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,brianalurie@gmail.com,5166334917,"yes, i would like to be contacted for future surveys or modules",1,0,34,189,include,queens,,,,west central queens,,west central queens,0.9128787878787878,female,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,FALSE,TRUE,FALSE,FALSE,English spoken at home,0,other,other,other,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,FALSE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
r_1catbj83skiq91n,2023-12-25T20:10:49Z,1002,en,m,99,,99,1,3,11375,69th avenue,queens blvd,40,2,,white;other,0,1,0,0,0,0,1,0,0,middle eastern,2,3,,1,,1,"hebrew, spanish","no, i am not currently living with a cognitive or physical disability",0,0,1,0,3,,4,0,2,0,1,1,5,3,unemployed,0,0,0,0,0,0,0,0,0,1,,"self employed - freelance, independent contractor, consultant",0,0,1,0,0,0,0,0,0,0,,4,other,0,0,0,0,0,0,0,0,1,0,felt forced to resign due to a toxic environment after returning from maternity leave,3,,other,0,0,0,0,0,0,1,0,"my claim was denied but i was not notified so wasted a ton of time and effort on certifying pointlessly for months, got flagged for adjudication because my former employer refused to honor their agreements",1,3,health care services;childcare,0,0,0,0,0,1,1,0,0,childcare,0,0,0,0,0,0,0,1,0,0,none of the above,0,0,0,0,1,private insurance,1,0,0,0,0,0,,,,2,,1,,,,3,4,4,4,3,1,2,4,3,4,4,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,5,3,2,5,3,3,4,4,none of the above,0,0,0,0,0,1,using public transportation;spending time in an outdoor public space;going to a place of worship,0,1,0,0,1,0,0,1,0,3,2,3,2,2,3,1,"yes, i have experienced verbal abuse",1,0,0,0,1,"war in my home country with my immediate family affected, antisemitism directed at me and my children here as a result, several incidents of hate speech and harassment in public",ealzette@gmail.com,3473271953,"yes, i would like to be contacted for future surveys or modules",1,0,35,191,include,queens,,,,west central queens,,west central queens,0.928030303030303,female,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,FALSE,TRUE,FALSE,FALSE,Other langugage spoken at home,0,two or more races,two or more races,two or more races,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,"some college, no degree",3,0,Less than Bachelor's,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,FALSE,unemployed,employed,TRUE,0,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_1ewy3diwpydaxrn,2023-12-25T20:52:50Z,349,en,m,99,,99,1,3,11375,69th ave,yellowstone,48,1,,white,0,1,0,0,0,0,0,0,0,,2,8,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,0,2,0,2,0,5,1,"self employed - freelance, independent contractor, consultant;self employed - small business owner",0,0,0,1,0,1,0,0,0,0,,"self employed - gig worker (uber, lyft, instacart, etc.);self employed - small business owner",0,0,0,1,0,1,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,5,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,1,,,,,3,,,,2,4,4,4,3,3,3,4,3,4,3,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,2,2,2,2,2,2,4,2,lack of police in my neighborhood;lack of lighting in my neighborhood;police presence in my neighborhood;drug and alcohol use in public,1,1,1,1,0,0,using public transportation,0,1,0,0,0,0,0,0,0,1,2,1,1,2,2,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,,,,"no, i would not like to be contacted for future surveys or modules",0,1,33,188,include,queens,,,,west central queens,,west central queens,0.8977272727272727,male,heterosexual,prefer not to say,,,,FALSE,FALSE,TRUE,FALSE,FALSE,English spoken at home,0,white,white,white,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,TRUE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
