"qid","q","full_name","type","selector","subselector","text","part","to_name","options","choices","block_title","question","origin"
"qid35","q32_6_6","lr_cc_ff","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","childcare","friends/family","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_6_7","lr_cc_idk","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","childcare","not sure/not applicable","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_1","lr_ec_fb","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","faith-based organizations","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_2","lr_ec_np","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","community non-profits","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_3","lr_ec_gov","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","government agencies","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_4","lr_ec_emp","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","my employer/business","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_5","lr_ec_uni","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","my unions","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_6","lr_ec_ff","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","friends/family","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_7_7","lr_ec_idk","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare","not sure/not applicable","1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question dummy"
"qid35","q32_1","lr_stress","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","mental health or emotional support",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid35","q32_2","lr_trans","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","transportation",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid35","q32_3","lr_food","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","food",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid35","q32_4","lr_hc","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","healthcare",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid35","q32_5","lr_util","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","utilities",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid35","q32_6","lr_cc","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","childcare",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid35","q32_7","lr_ec","matrix","likert","multipleanswer","where do you go if you need help with any of the following? (select all that apply)","adult care/eldercare",NA,"1,2,3,4,5,6,7","faith-based organizations; community non-profits; government agencies; my employer/business; my unions; friends/family; not sure/not applicable","government services",32,"survey question"
"qid41","q33_1","stress_unc","matrix","likert","singleanswer","the questions in this scale ask you about your feelings and thoughts during the last month. for each question, please indicate the response that represents how often you felt or thought a certain way.","in the last month, how often have you felt that you were unable to control the important things in your life?",NA,"1,2,3,4,5","never; almost never; sometimes; fairly often; very often","public safety ",33,"survey question"
"qid41","q33_2","stress_conf","matrix","likert","singleanswer","the questions in this scale ask you about your feelings and thoughts during the last month. for each question, please indicate the response that represents how often you felt or thought a certain way.","in the last month, how often have you felt confident about your ability to handle your personal problems?",NA,"1,2,3,4,5","never; almost never; sometimes; fairly often; very often","public safety ",33,"survey question"
"qid41","q33_3","stress_way","matrix","likert","singleanswer","the questions in this scale ask you about your feelings and thoughts during the last month. for each question, please indicate the response that represents how often you felt or thought a certain way.","in the last month, how often have you felt that things were going your way?",NA,"1,2,3,4,5","never; almost never; sometimes; fairly often; very often","public safety ",33,"survey question"
"qid41","q33_4","stress_pile","matrix","likert","singleanswer","the questions in this scale ask you about your feelings and thoughts during the last month. for each question, please indicate the response that represents how often you felt or thought a certain way.","in the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",NA,"1,2,3,4,5","never; almost never; sometimes; fairly often; very often","public safety ",33,"survey question"
"qid80","q34_1","safe_home","matrix","likert","singleanswer","for each of the following locations/activities, please indicate how safe you feel. (select an option for each category)","my home",NA,"1,2,3,4,5","very safe; safe; neither safe nor unsafe; unsafe; very unsafe","public safety ",34,"survey question"
"qid80","q34_2","safe_work","matrix","likert","singleanswer","for each of the following locations/activities, please indicate how safe you feel. (select an option for each category)","work space",NA,"1,2,3,4,5","very safe; safe; neither safe nor unsafe; unsafe; very unsafe","public safety ",34,"survey question"
"qid80","q34_3","safe_commute","matrix","likert","singleanswer","for each of the following locations/activities, please indicate how safe you feel. (select an option for each category)","commuting",NA,"1,2,3,4,5","very safe; safe; neither safe nor unsafe; unsafe; very unsafe","public safety ",34,"survey question"
"qid80","q34_4","safe_sch","matrix","likert","singleanswer","for each of the following locations/activities, please indicate how safe you feel. (select an option for each category)","taking my children to school",NA,"1,2,3,4,5","very safe; safe; neither safe nor unsafe; unsafe; very unsafe","public safety ",34,"survey question"
"qid81","q35_1","safe_reas_pol_lack","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,"lack of police in my neighborhood","1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question dummy"
"qid81","q35_2","safe_reas_light","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,"lack of lighting in my neighborhood","1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question dummy"
"qid81","q35_3","safe_reas_pol_pres","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,"police presence in my neighborhood","1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question dummy"
"qid81","q35_4","safe_reas_drug_alc","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,"drug and alcohol use in public","1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question dummy"
"qid81","q35_5","safe_reas_news","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,"local news (print or digital) coverage of crime","1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question dummy"
"qid81","q35_6","safe_reas_none","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,"none of the above","1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question dummy"
"qid81","q35","safe_reas","mc","mavr","tx","what makes you feel unsafe? (select all that apply)",NA,NA,"1,2,3,4,5,6","lack of police in my neighborhood; lack of lighting in my neighborhood; police presence in my neighborhood; drug and alcohol use in public; local news (print or digital) coverage of crime; none of the above","public safety ",35,"survey question"
"qid118","q36_1","av_crime_hc","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"going to a healthcare facility","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_2","av_crime_trans","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"using public transportation","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_3","av_crime_sch","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"taking my child to school/day care","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_4","av_crime_work","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"going to work","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_5","av_crime_pub_space","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"spending time in an outdoor public space","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_6","av_crime_ent","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"going out to evening entertainment/lesiure","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_7","av_crime_shop","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"going shopping/running errands","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_8","av_crime_relig","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"going to a place of worship","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36_9","av_crime_none","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,"none of the above","1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question dummy"
"qid118","q36","av_crime","mc","mavr","tx","in the last month, did you avoid any of the following due to crime or safety concerns? (select all that apply)",NA,NA,"1,2,3,4,5,6,7,8,9","going to a healthcare facility; using public transportation; taking my child to school/day care; going to work; spending time in an outdoor public space; going out to evening entertainment/lesiure; going shopping/running errands; going to a place of worship; none of the above","public safety ",36,"survey question"
"qid86","q37","pol_local","mc","savr","tx","to what extent, do you think your local police precinct works together with community members to solve local problems?  (select one)",NA,NA,"1,2,3,4,5","never; almost never; sometimes; fairly often; very often","public safety ",37,"survey question"
"qid87","q38_1","pol_exp_gen",NA,NA,NA,"would you reach out to the police for the following issues? (select an option for each category)","general inquiry about directions",NA,NA,NA,"public safety ",38,"survey question"
"qid87","q38_2","pol_exp_dist",NA,NA,NA,"would you reach out to the police for the following issues? (select an option for each category)","disturbance/noise in the neighborhood",NA,NA,NA,"public safety ",38,"survey question"
"qid87","q38_3","pol_exp_ment",NA,NA,NA,"would you reach out to the police for the following issues? (select an option for each category)","someone else experiencing a mental health crisis (not immediately life threatening)",NA,NA,NA,"public safety ",38,"survey question"
"qid87","q38_4","pol_exp_self",NA,NA,NA,"would you reach out to the police for the following issues? (select an option for each category)","experiencing a mental health crisis yourself (not immediately life threatening)",NA,NA,NA,"public safety ",38,"survey question"
"qid87","q38_5","pol_exp_neigh",NA,NA,NA,"would you reach out to the police for the following issues? (select an option for each category)","conflict with neighbors",NA,NA,NA,"public safety ",38,"survey question"
"qid87","q38_6","pol_exp_crime",NA,NA,NA,"would you reach out to the police for the following issues? (select an option for each category)","reporting a crime",NA,NA,NA,"public safety ",38,"survey question"
"qid36","q39_1","exp_ab","mc","mavr","tx","have you experienced abuse or violence in the last 6 months? (select all that apply)",NA,"yes, i have experienced verbal abuse","1,2,3,4","yes, i have experienced verbal abuse; yes, i have experienced physical violence; no, i haven’t experienced any verbal abuse or physical violence; i prefer not to say","public safety ",39,"survey question dummy"
"qid36","q39_2","exp_vi","mc","mavr","tx","have you experienced abuse or violence in the last 6 months? (select all that apply)",NA,"yes, i have experienced physical violence","1,2,3,4","yes, i have experienced verbal abuse; yes, i have experienced physical violence; no, i haven’t experienced any verbal abuse or physical violence; i prefer not to say","public safety ",39,"survey question dummy"
"qid36","q39_3","exp_none","mc","mavr","tx","have you experienced abuse or violence in the last 6 months? (select all that apply)",NA,"no, i haven’t experienced any verbal abuse or physical violence","1,2,3,4","yes, i have experienced verbal abuse; yes, i have experienced physical violence; no, i haven’t experienced any verbal abuse or physical violence; i prefer not to say","public safety ",39,"survey question dummy"
"qid36","q39_4","exp_pnta","mc","mavr","tx","have you experienced abuse or violence in the last 6 months? (select all that apply)",NA,"i prefer not to say","1,2,3,4","yes, i have experienced verbal abuse; yes, i have experienced physical violence; no, i haven’t experienced any verbal abuse or physical violence; i prefer not to say","public safety ",39,"survey question dummy"
"qid36","q39","exp","mc","mavr","tx","have you experienced abuse or violence in the last 6 months? (select all that apply)",NA,NA,"1,2,3,4","yes, i have experienced verbal abuse; yes, i have experienced physical violence; no, i haven’t experienced any verbal abuse or physical violence; i prefer not to say","public safety ",39,"survey question"
"qid37","q40","discrim","mc","savr","tx","have you been discriminated against in the last 6 months? (select one)",NA,NA,"1,2,3","yes, i have experienced discrimination; no, i have not experienced discrimination but i am worried about it; no, i have not experienced discrimination","public safety ",40,"survey question"
"qid44","q41","stressors","te","sl",NA,"please add or elaborate on any particular stressors or hardships that you have experienced in the last 6 months that you’d like to be included in the analysis and policy recommendations from this survey.",NA,NA,NA,NA,"closing",41,"survey question"
"qid45","q42_4","email","te","form",NA,"if you are happy to be contacted by communities speak, please provide your email and/or phone number below. if you are interested in being considered for the raffle, you must provide contact information.","email address",NA,"4,5","free form entry","closing",42,"survey question"
"qid45","q42_5","phone","te","form",NA,"if you are happy to be contacted by communities speak, please provide your email and/or phone number below. if you are interested in being considered for the raffle, you must provide contact information.","phone number",NA,"4,5","free form entry","closing",42,"survey question"
"qid63","q43_1","any_else_fut_yes","mc","mavr","tx","please check below if you’d like to be contacted for future surveys or modules and another  chance to win a raffle prize!",NA,"yes, i would like to be contacted for future surveys or modules","1,2","yes, i would like to be contacted for future surveys or modules; no, i would not like to be contacted for future surveys or modules","closing",43,"survey question dummy"
"qid63","q43_2","any_else_fut_no","mc","mavr","tx","please check below if you’d like to be contacted for future surveys or modules and another  chance to win a raffle prize!",NA,"no, i would not like to be contacted for future surveys or modules","1,2","yes, i would like to be contacted for future surveys or modules; no, i would not like to be contacted for future surveys or modules","closing",43,"survey question dummy"
"qid63","q43","any_else","mc","mavr","tx","please check below if you’d like to be contacted for future surveys or modules and another  chance to win a raffle prize!",NA,NA,"1,2","yes, i would like to be contacted for future surveys or modules; no, i would not like to be contacted for future surveys or modules","closing",43,"survey question"
"qid46","intro",NA,NA,NA,NA,"welcome to the communities speak survey

  communities speak, developed by columbia university researchers with support from bloomberg philanthropies, aims to increase the diversity and influence of community voices in policy-making by developing data-driven dialogue between community leaders, constituents, and governments.

 

through partnerships with organizations and new yorkers like you, communities speak aims to reach individuals across the five boroughs. we want to make sure that all voices, especially those too often left out of the conversation, are heard, understood, and centered in our city’s policy-making process! all responses are kept anonymous.",NA,NA,NA,NA,"introduction",NA,"survey question"
